CÓDIGO OACI;CIAD;NOME;MUNICÍPIO;UF;MUNICÍPIO SERVIDO;UF SERVIDO;LatGeoPoint;LonGeoPoint;LATITUDE;LONGITUDE;ALTITUDE;OPERAÇÃO DIURNA;OPERAÇÃO NOTURNA;DESIGNAÇÃO 1;COMPRIMENTO 1;LARGURA 1;RESISTÊNCIA 1;SUPERFÍCIE 1;DESIGNAÇÃO 2;COMPRIMENTO2;LARGURA 2;RESISTÊNCIA 2;SUPERFÍCIE 2;SITUAÇÃO;ValidadedoRegistro;PortariadeRegistro;Link Portaria
SWEK;MT0024;Canarana;CANARANA;Mato Grosso;Canarana;Mato Grosso;-13.5775;-52.268056;"13°34'39.0S""";"052°16'05.0W""";398;VFR;Sem Operação;18/36;6,850,000;18,00;5700 Kg /   0.50 MPa;Terra;;;;;;Cadastrado;19/04/2030;PA2020-1083;https://pergamum.anac.gov.br/arquivos/PA2020-1083.pdf
SNBZ;BA0042;Paramirim;PARAMIRIM;Bahia;Paramirim;Bahia;-13.490556;-42.229167;"13°29'26.0S""";"042°13'45.0W""";639;VFR;;18/36;11,790,000;25,00;5700 Kg /   0.50 MPa;Cascalho;;;;;;Interditado;23/06/2030;PA2020-1558;https://pergamum.anac.gov.br/arquivos/PA2020-1558.pdf
SILC;MT0025;Aeroporto Municipal Bom Futuro;LUCAS DO RIO VERDE;Mato Grosso;Lucas do Rio Verde;Mato Grosso;-13.037778;-55.950278;"13°02'16.0S""";"055°57'01.0W""";414;VFR;VFR;ago/26;17,300,000;30,00;5700 Kg /   0.50 MPa;Asfalto;;;;;;Cadastrado;14/11/2029;PA2019-3497;https://pergamum.anac.gov.br/arquivos/PA2019-3497.pdf
SSSS;SC0022;São Francisco do Sul;SÃO FRANCISCO DO SUL;Santa Catarina;São Francisco do Sul;Santa Catarina;-26.221111;-48.564444;"26°13'16.0S""";"048°33'52.0W""";15;VFR;Sem Operação;18/36;7,000,000;35,00;2500 Kg /   0.50 MPa;Grama;;;;;;Cadastrado;20/05/2030;PA2020-1290;https://pergamum.anac.gov.br/arquivos/PA2020-1290.pdf
SNTM;MG0068;Turmalina;TURMALINA;Minas Gerais;Turmalina;Minas Gerais;-17.233889;-42.733889;"17°14'02.0S""";"042°44'02.0W""";882;VFR;Sem Operação;jan/19;10,000,000;30,00;2500 Kg /   0.50 MPa;Terra;;;;;;Interditado;;;
SWJN;MT0007;Juína;JUÍNA;Mato Grosso;Juína;Mato Grosso;-11.419444;-58.71;"11°25'10.0S""";"058°42'36.0W""";330;VFR;Sem Operação;17/35;15,500,000;30,00;5500 Kg /   0.50 MPa;Asfalto;;;;;;Cadastrado;23/09/2020;PA2020-2414;https://pergamum.anac.gov.br/arquivos/PA2020-2414.pdf
SSIE;MS0002;Teruel Ipanema Estância;CAMPO GRANDE;Mato Grosso do Sul;Campo Grande;Mato Grosso do Sul;-20.603889;-54.595278;"20°36'14.0S""";"054°35'43.0W""";528;VFR;Sem Operação;jun/24;15,000,000;30,00;5700 Kg /   0.50 MPa;Cascalho;;;;;;Cadastrado;23/04/2030;PA2020-1075;https://pergamum.anac.gov.br/arquivos/PA2020-1075.pdf
SSGW;PR0037;Manoel Ribas;GOIOERÊ;Paraná;Goioerê;Paraná;-24.219722;-53.043889;"24°13'11.0S""";"053°02'38.0W""";491;VFR;Sem Operação;mai/23;7,990,000;18,00;8/F/B/Y/U;Asfalto;;;;;;Cadastrado;05/10/2026;PA2019-1478;https://pergamum.anac.gov.br/arquivos/PA2019-1478.pdf
SNKN;RN0004;Currais Novos;CURRAIS NOVOS;Rio Grande do Norte;Currais Novos;Rio Grande do Norte;-6.2808333;-36.540278;"06°16'51.0S""";"036°32'25.0W""";367;VFR;Sem Operação;out/28;10,400,000;30,00;6/F/B/Y/U;Piçarra;;;;;;Cadastrado;13/04/2020;PA2020-0981;https://pergamum.anac.gov.br/arquivos/PA2020-0981.pdf
SIBY;PB0009;Monteiro;MONTEIRO;Paraíba;Monteiro;Paraíba;-7.8783333;-37.136667;"07°52'42.0S""";"037°08'12.0W""";619;VFR;Sem Operação;14/32;10,000,000;28,00;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;30/07/2028;PA2018-2329;https://pergamum.anac.gov.br/arquivos/PA2018-2329.pdf
SSXD;RS0026;Tobias Bacci;SARANDI;Rio Grande do Sul;Sarandi;Rio Grande do Sul;-27.980556;-52.864444;"27°58'50.0S""";"052°51'52.0W""";632;VFR;Sem Operação;15/33;10,500,000;25,00;8/F/C/Y/U;Terra;;;;;;Cadastrado;21/09/2030;PA2020-2413;https://pergamum.anac.gov.br/arquivos/PA2020-2413.pdf
SNRD;BA0048;Prado;PRADO;Bahia;Prado;Bahia;-17.296944;-39.271944;"17°17'49.0S""";"039°16'19.0W""";27;VFR;;nov/29;10,810,000;30,00;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;17/04/2028;PA2018-1208;https://pergamum.anac.gov.br/arquivos/PA2018-1208.pdf
SWUZ;GO0025;Brigadeiro Araripe Macedo;LUZIÂNIA;Goiás;Luziânia;Goiás;-16.261667;-47.968611;"16°15'42.0S""";"047°58'07.0W""";996;VFR;Sem Operação;nov/29;12,000,000;20,00;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;05/02/2028;PA2018-0339;https://pergamum.anac.gov.br/arquivos/PA2018-0339.pdf
SSPN;MS0010;Paranaíba;PARANAÍBA;Mato Grosso do Sul;Paranaíba;Mato Grosso do Sul;-19.651111;-51.199444;"19°39'04.0S""";"051°11'58.0W""";442;VFR;;14/32;13,200,000;23,00;12/F/A/Y/T;Asfalto;;;;;;Cadastrado;26/10/2025;PA2015-2850;https://pergamum.anac.gov.br/arquivos/PA2015-2850.pdf
SNYA;PA0024;Aeródromo Público de Almeirim;ALMEIRIM;Pará;Almeirim;Pará;-1.4791667;-52.578056;"01°28'45.0S""";"052°34'41.0W""";178;VFR;;jun/24;12,000,000;30,00;7/F/B/Y/U;Piçarra;;;;;;Cadastrado;06/03/2025;PA2015-0560;https://pergamum.anac.gov.br/arquivos/PA2015-0560.pdf
SNJO;PB0002;Aeroclube de João Pessoa;JOÃO PESSOA;Paraíba;João Pessoa;Paraíba;-7.0916667;-34.841944;"07°05'30.0S""";"034°50'31.0W""";6;VFR;Sem Operação;15/33;7,820,000;18,00;5000 Kg /   0.50 MPa;Cascalho;;;;;;Interditado;20/04/2028;PA2018-1234;https://pergamum.anac.gov.br/arquivos/PA2018-1234.pdf
SJGU;TO0005;Araguatins;ARAGUATINS;Tocantins;Araguatins;Tocantins;-5.6844444;-48.115556;"05°41'04.0S""";"048°06'56.0W""";125;VFR;VFR;dez/30;15,000,000;30,00;8/F/B/Y/T;Cascalho;;;;;;Interditado;;PD2004-0056;https://pergamum.anac.gov.br/arquivos/PD2004-0056.pdf
SNAP;MG0021;Janaúba;JANAÚBA;Minas Gerais;Janaúba;Minas Gerais;-15.731944;-43.323056;"15°43'55.0S""";"043°19'23.0W""";532;VFR;Sem Operação;out/28;15,000,000;30,00;5700 Kg /   0.50 MPa;Asfalto;;;;;;Interditado;26/10/2030;PA2020-2974;https://pergamum.anac.gov.br/arquivos/PA2020-2974.pdf
SNSW;PA0025;Soure;SOURE;Pará;Soure;Pará;-0.6977778;-48.519444;"00°41'52.0S""";"048°31'10.0W""";13;VFR;;jun/24;11,000,000;30,00;5700 Kg /   0.50 MPa;Asfalto;;;;;;Cadastrado;13/10/2025;PA2015-2707;https://pergamum.anac.gov.br/arquivos/PA2015-2707.pdf
SBTB;PA0012;Trombetas;ORIXIMINÁ;Pará;Oriximiná;Pará;-1.4897222;-56.396944;"01°29'23.0S""";"056°23'49.0W""";51;;;set/27;16,000,000;30,00;26/F/A/X/T;Asfalto;;;;;;Cadastrado;20/04/2031;PA2021-4771;https://pergamum.anac.gov.br/arquivos/PA2021-4771.pdf
SSOS;RS0042;Osório;OSÓRIO;Rio Grande do Sul;Osório;Rio Grande do Sul;-29.902222;-50.249167;"29°54'08.0S""";"050°14'57.0W""";17;VFR;Sem Operação;nov/29;9,500,000;25,00;5700 Kg /   0.50 MPa;Saibro;;;;;;Cadastrado;07/05/2030;PA2020-1195;https://pergamum.anac.gov.br/arquivos/PA2020-1195.pdf
SSCV;BA0012;Caravelas;CARAVELAS;Bahia;Caravelas;Bahia;-17.650556;-39.254444;"17°39'02.0S""";"039°15'16.0W""";11;VFR;Sem Operação;18/36;11,500,000;45,00;32/F/C/X/U;Asfalto;jun/24;15,300,000;45,00;32/F/C/X/U;Asfalto;Cadastrado;08/01/2026;PA2019-0507;https://pergamum.anac.gov.br/arquivos/PA2019-0507.pdf
SSAK;RS0048;Carlos Ruhl;CRUZ ALTA;Rio Grande do Sul;Cruz Alta;Rio Grande do Sul;-28.658611;-53.611389;"28°39'31.0S""";"053°36'41.0W""";481;VFR;Sem Operação;ago/26;8,000,000;42,00;2500 Kg /   0.50 MPa;Grama;17/35;6,500,000;46,00;2500 Kg /   0.50 MPa;Grama;Cadastrado;28/10/2030;PA2020-2975;https://pergamum.anac.gov.br/arquivos/PA2020-2975.pdf
SJQN;GO0006;Quirinópolis;QUIRINÓPOLIS;Goiás;Quirinópolis;Goiás;-18.446111;-50.409167;"18°26'46.0S""";"050°24'33.0W""";586;VFR;Sem Operação;13/31;15,000,000;30,00;10/F/C/Y/T;Asfalto;;;;;;Cadastrado;03/12/2030;PA2020-3471;https://pergamum.anac.gov.br/arquivos/PA2020-3471.pdf
SWPY;MT0023;Primavera do Leste;PRIMAVERA DO LESTE;Mato Grosso;Primavera do Leste;Mato Grosso;-15.565556;-54.337778;"15°33'56.0S""";"054°20'16.0W""";655;VFR;Sem Operação;jan/19;11,000,000;23,00;5000 Kg /   0.50 MPa;Terra;;;;;;Cadastrado;;PD1993-0545;https://pergamum.anac.gov.br/arquivos/PD1993-0545.pdf
SWNR;MT0019;Nortelândia;NORTELÂNDIA;Mato Grosso;Nortelândia;Mato Grosso;-14.483611;-56.767222;"14°29'01.0S""";"056°46'02.0W""";445;VFR;Sem Operação;15/33;12,000,000;20,00;8/F/C/Y/U;Terra;;;;;;Cadastrado;;;
SNIO;BA0010;Cipó;CIPÓ;Bahia;Cipó;Bahia;-11.125278;-38.486944;"11°07'31.0S""";"038°29'13.0W""";223;VFR;;13/31;16,200,000;27,00;4/F/B/Y/U;Asfalto;;;;;;Cadastrado;05/08/2025;PA2015-2097;https://pergamum.anac.gov.br/arquivos/PA2015-2097.pdf
SNFX;PA0013;São Félix do Xingu;SÃO FÉLIX DO XINGU;Pará;São Félix do Xingu;Pará;-6.6402778;-51.99;"06°38'25.0S""";"051°59'24.0W""";200;VFR;Sem Operação;13/31;16,000,000;33,00;45/F/C/X/U;Asfalto;;;;;;Cadastrado;;PD1978-0043;https://pergamum.anac.gov.br/arquivos/PD1978-0043.pdf
SBMY;AM0015;Manicoré;MANICORÉ;Amazonas;Manicoré;Amazonas;-5.8169444;-61.283889;"05°49'01.0S""";"061°17'02.0W""";53;VFR;;mai/23;12,650,000;30,00;12/F/C/Y/U;Asfalto;;;;;;Cadastrado;09/09/2021;PA2011-1706;https://pergamum.anac.gov.br/arquivos/PA2011-1706.pdf
SSWS;RS0025;Caçapava do Sul;CAÇAPAVA DO SUL;Rio Grande do Sul;Caçapava do Sul;Rio Grande do Sul;-30.549444;-53.459167;"30°32'58.0S""";"053°27'33.0W""";400;VFR;Sem Operação;17/35;8,200,000;100,00;8/F/C/Y/U;Terra;ago/26;12,000,000;60,00;8/F/C/Y/U;Terra;Interditado;;;
SSBN;RS0002;Belém Novo;PORTO ALEGRE;Rio Grande do Sul;Porto Alegre;Rio Grande do Sul;-30.189167;-51.1825;"30°11'21.0S""";"051°10'57.0W""";5;VFR;Sem Operação;set/27;11,030,000;23,00;5700 Kg /   0.50 MPa;Asfalto;;;;;;Cadastrado;07/01/2029;PA2019-2615;https://pergamum.anac.gov.br/arquivos/PA2019-2615.pdf
SNJQ;MG0053;Jequitinhonha;JEQUITINHONHA;Minas Gerais;Jequitinhonha;Minas Gerais;-16.441389;-41.037222;"16°26'29.0S""";"041°02'14.0W""";234;;;out/28;11,300,000;23,00;6/F/C/Z/U;Asfalto;;;;;;Cadastrado;03/12/2030;PA2020-3472;https://pergamum.anac.gov.br/arquivos/PA2020-3472.pdf
SBCI;MA0003;Brigadeiro Lysias Augusto Rodrigues;CAROLINA;Maranhão;Carolina;Maranhão;-7.3205556;-47.458611;"07°19'14.0S""";"047°27'31.0W""";172;;;nov/29;18,000,000;45,00;18/F/C/Y/U;Asfalto;;;;;;Cadastrado;;PA2006-0233;https://pergamum.anac.gov.br/arquivos/PA2006-0233.pdf
SWLB;AM0024;Lábrea;LÁBREA;Amazonas;Lábrea;Amazonas;-7.2788889;-64.769444;"07°16'44.0S""";"064°46'10.0W""";74;;;18/36;12,000,000;30,00;7/F/C/Y/U;Asfalto;;;;;;Cadastrado;18/11/2030;PA2020-3249;https://pergamum.anac.gov.br/arquivos/PA2020-3249.pdf
SNDC;PA0030;Redenção;REDENÇÃO;Pará;Redenção;Pará;-8.0311111;-49.979722;"08°01'52.0S""";"049°58'47.0W""";207;VFR;Sem Operação;jun/24;13,500,000;30,00;7/F/C/Y/T;Asfalto;;;;;;Cadastrado;06/03/2025;PA2015-0561;https://pergamum.anac.gov.br/arquivos/PA2015-0561.pdf
SBAA;PA0008;Conceição do Araguaia;CONCEIÇÃO DO ARAGUAIA;Pará;Conceição do Araguaia;Pará;-8.3486111;-49.303056;"08°20'55.0S""";"049°18'11.0W""";199;;;ago/26;18,000,000;30,00;47/F/C/X/U;Asfalto;;;;;;Cadastrado;13/01/2031;PA2021-3953;https://pergamum.anac.gov.br/arquivos/PA2021-3953.pdf
SNPA;MG0052;Pará de Minas;PARÁ DE MINAS;Minas Gerais;Pará de Minas;Minas Gerais;-19.8425;-44.600833;"19°50'33.0S""";"044°36'03.0W""";839;VFR;;dez/30;11,400,000;23,00;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;13/06/2028;PA2018-1756;https://pergamum.anac.gov.br/arquivos/PA2018-1756.pdf
SBAR;SE0001;Santa Maria;ARACAJU;Sergipe;Aracaju;Sergipe;-10.985278;-37.073333;"10°59'07.0S""";"037°04'24.0W""";7;VFR / IFR Não Precisão;VFR / IFR Não Precisão;dez/30;22,000,000;45,00;48/F/B/X/T;Asfalto;;;;;;Cadastrado;23/12/2030;PA2020-3773;https://pergamum.anac.gov.br/arquivos/PA2020-3773.pdf
SSAQ;RS0036;Aeroclube de Passo Fundo;PASSO FUNDO;Rio Grande do Sul;Passo Fundo;Rio Grande do Sul;-28.250556;-52.516667;"28°15'02.0S""";"052°31'00.0W""";600;VFR;Sem Operação;15/33;10,800,000;35,00;5700 Kg /   0.50 MPa;Grama;17/35;9,400,000;18,00;5700 Kg /   0.50 MPa;Grama;Cadastrado;16/02/2028;PA2018-0468;https://pergamum.anac.gov.br/arquivos/PA2018-0468.pdf
SWFN;AM0002;Flores;MANAUS;Amazonas;Manaus;Amazonas;-3.0727778;-60.021111;"03°04'22.0S""";"060°01'16.0W""";62;;;nov/29;7,990,000;30,00;5700 Kg /   0.50 MPa;Asfalto;;;;;;Cadastrado;10/05/2027;PA1581-2017;https://pergamum.anac.gov.br/arquivos/PA1581-2017.pdf
SNMN;MG0075;Minas Novas;MINAS NOVAS;Minas Gerais;Minas Novas;Minas Gerais;-17.233889;-42.583889;"17°14'02.0S""";"042°35'02.0W""";750;VFR;Sem Operação;15/33;8,000,000;20,00;2500 Kg /   0.50 MPa;Asfalto;;;;;;Interditado;;;
SSJA;SC0014;Santa Terezinha;JOAÇABA;Santa Catarina;Joaçaba;Santa Catarina;-27.172778;-51.551667;"27°10'22.0S""";"051°33'06.0W""";776;VFR;VFR;15/33;12,600,000;18,00;10/F/C/Y/U;Asfalto;;;;;;Cadastrado;13/08/2028;PA2018-2444;https://pergamum.anac.gov.br/arquivos/PA2018-2444.pdf
SWCB;GO0023;Campos Belos;CAMPOS BELOS;Goiás;Campos Belos;Goiás;-13.006944;-46.710833;"13°00'25.0S""";"046°42'39.0W""";690;VFR;Sem Operação;18/36;12,000,000;20,00;2500 Kg /   0.50 MPa;Asfalto;;;;;;Cadastrado;03/12/2030;PA2020-3558;https://pergamum.anac.gov.br/arquivos/PA2020-3558.pdf
SWNH;GO0017;Aruanã;ARUANÃ;Goiás;Aruanã;Goiás;-14.933056;-51.048333;"14°55'59.0S""";"051°02'54.0W""";250;VFR;;jun/24;13,000,000;23,00;5700 Kg /   0.50 MPa;Asfalto;;;;;;Cadastrado;23/04/2030;PA2020-1082;https://pergamum.anac.gov.br/arquivos/PA2020-1082.pdf
SNOF;MG0057;Ouro Fino;OURO FINO;Minas Gerais;Ouro Fino;Minas Gerais;-22.2975;-46.393333;"22°17'51.0S""";"046°23'36.0W""";859;VFR;Sem Operação;jun/24;10,800,000;50,00;2500 Kg /   0.50 MPa;Grama;;;;;;Cadastrado;;;
SNMZ;PA0020;Porto de Moz;PORTO DE MOZ;Pará;Porto de Moz;Pará;-1.7413889;-52.235833;"01°44'29.0S""";"052°14'09.0W""";16;VFR;;mai/23;12,700,000;28,00;5700 Kg /   0.50 MPa;Asfalto;;;;;;Cadastrado;09/08/2027;PA2017-2640;https://pergamum.anac.gov.br/arquivos/PA2017-2640.pdf
SDXJ;MS0017;Costa Rica;COSTA RICA;Mato Grosso do Sul;Costa Rica;Mato Grosso do Sul;-18.491389;-53.168333;"18°29'29.0S""";"053°10'06.0W""";738;VFR;;set/27;11,600,000;23,00;10/F/B/Y/T;Asfalto;;;;;;Cadastrado;18/08/2025;PA2015-2207;https://pergamum.anac.gov.br/arquivos/PA2015-2207.pdf
SNCS;CE0009;Campos Sales;CAMPOS SALES;Ceará;Campos Sales;Ceará;-7.0516667;-40.358333;"07°03'06.0S""";"040°21'30.0W""";615;;;nov/29;12,000,000;30,00;17/F/A/X/T;Asfalto;;;;;;Cadastrado;17/04/2030;PA2020-1022;https://pergamum.anac.gov.br/arquivos/PA2020-1022.pdf
SNED;BA0023;Sócrates Rezende;CANAVIEIRAS;Bahia;Canavieiras;Bahia;-15.666389;-38.955278;"15°39'59.0S""";"038°57'19.0W""";6;VFR;;14/32;13,400,000;30,00;5700 Kg /   0.50 MPa;Asfalto;;;;;;Interditado;26/04/2027;PA2017-1349;https://pergamum.anac.gov.br/arquivos/PA2017-1349.pdf
SNXQ;BA0018;Xique-Xique;XIQUE-XIQUE;Bahia;Xique-Xique;Bahia;-10.834167;-42.683333;"10°50'03.0S""";"042°41'00.0W""";427;VFR;;13/31;14,200,000;20,00;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;17/09/2024;PA2014-2207;https://pergamum.anac.gov.br/arquivos/PA2014-2207.pdf
SWCQ;RO0007;Costa Marques;COSTA MARQUES;Rondônia;Costa Marques;Rondônia;-12.421667;-64.251667;"12°25'18.0S""";"064°15'06.0W""";169;VFR;Sem Operação;jan/19;14,950,000;20,00;8/F/B/Y/T;Asfalto;;;;;;Cadastrado;;PD1985-0317;https://pergamum.anac.gov.br/arquivos/PD1985-0317.pdf
SSPL;RS0043;Palmeira das Missões;PALMEIRA DAS MISSÕES;Rio Grande do Sul;Palmeira das Missões;Rio Grande do Sul;-27.901667;-53.328889;"27°54'06.0S""";"053°19'44.0W""";635;VFR;Sem Operação;mai/23;10,000,000;18,00;4/F/A/Y/U;Asfalto;;;;;;Cadastrado;;PD1958-0185;https://pergamum.anac.gov.br/arquivos/PD1958-0185.pdf
SNOC;BA0059;Morro do Chapéu;MORRO DO CHAPÉU;Bahia;Morro do Chapéu;Bahia;-11.534444;-41.179722;"11°32'04.0S""";"041°10'47.0W""";1100;VFR;Sem Operação;15/33;10,000,000;25,00;7/F/C/Y/U;Cascalho;;;;;;Cadastrado;;PD1966-0130;https://pergamum.anac.gov.br/arquivos/PD1966-0130.pdf
SDUB;SP0065;Estadual Gastão Madeira;UBATUBA;São Paulo;Ubatuba;São Paulo;-23.441389;-45.076111;"23°26'29.0S""";"045°04'34.0W""";3;VFR;Sem Operação;set/27;9,400,000;30,00;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;17/04/2030;PA2020-1019;https://pergamum.anac.gov.br/arquivos/PA2020-1019.pdf
SWNQ;GO0016;Niquelândia;NIQUELÂNDIA;Goiás;Niquelândia;Goiás;-14.436389;-48.491944;"14°26'11.0S""";"048°29'31.0W""";840;VFR;Sem Operação;fev/20;14,790,000;18,00;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;05/01/2031;PA2020-3888;https://pergamum.anac.gov.br/arquivos/PA2020-3888.pdf
SDIV;SP0056;Ituverava;ITUVERAVA;São Paulo;Ituverava;São Paulo;-20.375278;-47.768611;"20°22'31.0S""";"047°46'07.0W""";623;VFR;Sem Operação;17/35;13,500,000;23,00;5200 Kg /   0.50 MPa;Asfalto;;;;;;Cadastrado;09/04/2030;PA2020-0970;https://pergamum.anac.gov.br/arquivos/PA2020-0970.pdf
SNAR;MG0033;Cirilo Queiróz;ALMENARA;Minas Gerais;Almenara;Minas Gerais;-16.183889;-40.667222;"16°11'02.0S""";"040°40'02.0W""";195;VFR;VFR;jul/25;14,000,000;30,00;8/F/B/Y/U;Asfalto;;;;;;Cadastrado;;PD2005-0707;https://pergamum.anac.gov.br/arquivos/PD2005-0707.pdf
SBMD;PA0009;Monte Dourado;ALMEIRIM;Pará;Almeirim;Pará;-0.8897222;-52.602222;"00°53'23.0S""";"052°36'08.0W""";206;VFR / IFR Não Precisão;VFR / IFR Não Precisão;ago/26;18,000,000;30,00;25/F/A/X/T;Asfalto;;;;;;Cadastrado;31/07/2030;PA2020-1922;https://pergamum.anac.gov.br/arquivos/PA2020-1922.pdf
SNRP;MG0066;Rio Paranaíba;RIO PARANAÍBA;Minas Gerais;Rio Paranaíba;Minas Gerais;-19.2125;-46.240556;"19°12'45.0S""";"046°14'26.0W""";1145;VFR;Sem Operação;16/34;10,000,000;22,00;4000 Kg /   0.50 MPa;Terra;;;;;;Cadastrado;13/04/2030;PA2020-0982;https://pergamum.anac.gov.br/arquivos/PA2020-0982.pdf
SDLY;SP0071;Armando Natali;MATÃO;São Paulo;Matão;São Paulo;-21.624167;-48.350833;"21°37'27.0S""";"048°21'03.0W""";635;;;16/34;7,500,000;18,00;5600 Kg /   0.50 MPa;Terra;;;;;;Cadastrado;31/07/2030;PA2020-1919;https://pergamum.anac.gov.br/arquivos/PA2020-1919.pdf
SNIP;BA0057;Itapetinga;ITAPETINGA;Bahia;Itapetinga;Bahia;-15.244444;-40.277222;"15°14'40.0S""";"040°16'38.0W""";270;VFR;;nov/29;10,600,000;29,00;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;08/10/2024;PA2014-2366;https://pergamum.anac.gov.br/arquivos/PA2014-2366.pdf
SSQT;PR0013;Major Neodo S. Pereira;CASTRO;Paraná;Castro;Paraná;-24.8075;-49.960278;"24°48'27.0S""";"049°57'37.0W""";1010;VFR;Sem Operação;mai/23;14,200,000;30,00;2500 Kg /   0.50 MPa;Terra;;;;;;Cadastrado;;;
SSSG;RS0035;São Gabriel;SÃO GABRIEL;Rio Grande do Sul;São Gabriel;Rio Grande do Sul;-30.345;-54.267778;"30°20'42.0S""";"054°16'04.0W""";145;;;mai/23;10,000,000;42,00;8/F/C/Y/U;Saibro;;;;;;Cadastrado;13/01/2031;PA2021-3957;https://pergamum.anac.gov.br/arquivos/PA2021-3957.pdf
SNQG;PI0003;Cangapara;FLORIANO;Piauí;Floriano;Piauí;-6.8458333;-43.0775;"06°50'45.0S""";"043°04'39.0W""";210;VFR;Sem Operação;16/34;18,000,000;30,00;6/F/C/Y/U;Asfalto;;;;;;Cadastrado;14/09/2028;PA2018-2843;https://pergamum.anac.gov.br/arquivos/PA2018-2843.pdf
SSPT;PR0028;Brasílio Marques;PALOTINA;Paraná;Palotina;Paraná;-24.343333;-53.828611;"24°20'36.0S""";"053°49'43.0W""";373;VFR;Sem Operação;mar/21;11,000,000;18,00;5700 Kg /   0.50 MPa;Asfalto;;;;;;Cadastrado;20/11/2029;PA2019-3554;https://pergamum.anac.gov.br/arquivos/PA2019-3554.pdf
SNJM;MG0050;Elias Breder;MANHUAÇU;Minas Gerais;Manhuaçu;Minas Gerais;-20.259722;-42.183889;"20°15'35.0S""";"042°11'02.0W""";829;VFR;;fev/20;11,700,000;30,00;14/F/B/X/T;Asfalto;;;;;;Cadastrado;28/07/2026;PA2016-1899;https://pergamum.anac.gov.br/arquivos/PA2016-1899.pdf
SNZA;MG0038;Pouso Alegre;POUSO ALEGRE;Minas Gerais;Pouso Alegre;Minas Gerais;-22.288889;-45.919444;"22°17'20.0S""";"045°55'10.0W""";885;VFR;;jan/19;12,800,000;30,00;14/F/A/Y/T;Asfalto;;;;;;Cadastrado;02/12/2030;PA2020-3470;https://pergamum.anac.gov.br/arquivos/PA2020-3470.pdf
SSIR;RS0049;Ibirubá;IBIRUBÁ;Rio Grande do Sul;Ibirubá;Rio Grande do Sul;-28.604167;-53.078611;"28°36'15.0S""";"053°04'43.0W""";457;VFR;Sem Operação;nov/29;7,600,000;18,00;5000 Kg /   0.50 MPa;Grama;;;;;;Cadastrado;06/09/2026;PA2016-2358;https://pergamum.anac.gov.br/arquivos/PA2016-2358.pdf
SNTI;PA0016;Óbidos;ÓBIDOS;Pará;Óbidos;Pará;-1.8680556;-55.514444;"01°52'05.0S""";"055°30'52.0W""";100;VFR;;out/28;15,200,000;30,00;9/F/C/Y/U;Asfalto;;;;;;Cadastrado;17/08/2027;PA2017-2710;https://pergamum.anac.gov.br/arquivos/PA2017-2710.pdf
SNLI;MG0040;Doutor José Mourão;ABAETÉ;Minas Gerais;Abaeté;Minas Gerais;-19.157222;-45.495833;"19°09'26.0S""";"045°29'45.0W""";664;VFR;Sem Operação;17/35;12,000,000;30,00;5670 Kg /   0.63 MPa;Asfalto;;;;;;Interditado;;PD1998-0497E;https://pergamum.anac.gov.br/arquivos/PD1998-0497E.pdf
SNVD;BA0050;Santa Maria da Vitória;SANTA MARIA DA VITÓRIA;Bahia;Santa Maria da Vitória;Bahia;-13.404722;-44.223056;"13°24'17.0S""";"044°13'23.0W""";465;VFR;;out/28;12,000,000;30,00;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;28/07/2024;PA2014-1706;https://pergamum.anac.gov.br/arquivos/PA2014-1706.pdf
SSLT;RS0022;Gaudêncio Machado Ramos;ALEGRETE;Rio Grande do Sul;Alegrete;Rio Grande do Sul;-29.8125;-55.893333;"29°48'45.0S""";"055°53'36.0W""";125;VFR;;15/33;12,000,000;18,00;6/F/B/X/T;Asfalto;;;;;;Cadastrado;23/09/2030;PA2020-2417;https://pergamum.anac.gov.br/arquivos/PA2020-2417.pdf
SSRE;PR0030;Realeza;REALEZA;Paraná;Realeza;Paraná;-25.801111;-53.513056;"25°48'04.0S""";"053°30'47.0W""";501;VFR;;jun/24;12,000,000;18,00;6/F/B/Y/T;Asfalto;;;;;;Cadastrado;15/10/2023;PA2013-2699;https://pergamum.anac.gov.br/arquivos/PA2013-2699.pdf
SDOV;GO0005;Mozarlândia;MOZARLÂNDIA;Goiás;Mozarlândia;Goiás;-14.768889;-50.565;"14°46'08.0S""";"050°33'54.0W""";328;VFR;Sem Operação;17/35;15,000,000;30,00;20/F/B/Y/T;Asfalto;;;;;;Interditado;07/04/2030;PA2020-0972;https://pergamum.anac.gov.br/arquivos/PA2020-0972.pdf
SNAB;PE0009;Araripina;ARARIPINA;Pernambuco;Araripina;Pernambuco;-7.5863889;-40.535278;"07°35'11.0S""";"040°32'07.0W""";669;VFR;Sem Operação;13/31;12,470,000;26,00;4/F/A/X/T;Asfalto;;;;;;Cadastrado;16/10/2028;PA2018-3128;https://pergamum.anac.gov.br/arquivos/PA2018-3128.pdf
